Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target,course_id
1,8,1,9,1,1,1,13,14,10,8,0,0,1,0,0,19,0,0,5,7,2,10,0,0,5,11,2,14,0,Dropout,172
1,14,2,10,1,1,1,23,28,6,6,0,0,1,0,1,19,0,0,6,8,6,11.42857143,0,0,6,11,5,11.2,0,Graduate,218
1,4,1,12,1,3,1,22,28,8,8,0,0,1,0,0,27,0,0,8,8,8,12.8875,0,0,8,8,8,12.8875,0,Graduate,274
1,1,2,12,1,1,1,22,1,10,5,0,0,1,0,1,18,0,0,7,7,6,12.95,0,0,7,7,6,12.95,0,Graduate,266
1,1,2,9,1,1,1,13,14,10,10,0,0,1,0,0,20,0,0,5,12,1,10,2,0,5,5,0,0,0,Dropout,170
1,1,3,12,1,1,1,1,1,6,6,0,0,1,0,1,19,0,0,7,7,7,13.09428571,0,0,8,8,8,12.55,0,Graduate,272
1,1,4,14,1,1,1,1,1,8,8,0,0,1,0,0,20,0,0,6,7,0,0,0,0,6,6,0,0,0,Dropout,318
1,8,2,10,1,1,1,13,28,8,7,0,0,1,0,1,19,0,0,6,12,5,11.71428571,0,0,6,11,6,11,0,Graduate,204
1,8,5,10,1,1,1,13,1,6,6,0,0,1,0,0,20,0,0,6,8,4,11.25,0,0,6,15,3,10,0,Enrolled,217
1,1,1,2,1,1,1,23,14,8,11,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Dropout,9
1,1,1,16,1,1,1,22,27,10,6,0,0,1,0,0,18,0,0,6,6,6,13.16666667,0,0,6,6,6,13.33333333,0,Graduate,373
1,1,1,6,1,1,1,13,1,6,5,0,0,1,0,0,20,0,0,5,7,4,12.75,0,0,5,5,5,13.4,0,Graduate,93
2,12,1,17,0,1,1,22,27,10,10,0,0,0,0,0,38,0,0,5,6,5,10.6,0,0,5,9,2,11,0,Dropout,402
4,12,1,3,0,1,1,22,27,10,8,0,0,1,0,0,42,0,0,6,8,5,11.2,0,0,6,6,6,12,0,Graduate,32
1,12,1,12,1,1,1,22,27,10,7,0,0,1,0,0,32,0,0,7,0,0,0,0,0,8,0,0,0,0,Dropout,269
1,6,1,15,1,1,12,13,14,5,6,0,0,1,0,0,22,1,0,6,6,6,13,0,0,6,6,6,13.66666667,0,Graduate,363
2,12,1,17,0,1,1,19,24,12,12,0,0,1,0,0,28,0,0,5,10,0,0,0,0,5,5,0,0,0,Dropout,402
2,12,1,3,0,7,1,22,27,9,11,0,0,1,0,0,37,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,32
2,15,1,4,1,14,1,22,28,10,5,0,0,1,0,0,43,0,0,6,8,6,14.16666667,0,0,6,9,6,15,0,Graduate,53
6,12,1,3,0,1,1,22,1,10,8,0,0,1,0,1,41,0,0,6,10,5,12.83333333,0,0,6,6,6,12.33333333,0,Graduate,32
4,12,1,3,0,12,1,22,27,10,4,0,0,1,0,1,29,0,0,6,11,4,11.75,0,0,6,9,5,10.4,0,Graduate,32
1,12,1,3,0,1,1,22,27,10,10,0,0,1,0,1,35,0,0,6,8,6,10.83333333,0,0,6,7,6,11.5,0,Graduate,32
1,8,6,10,1,1,1,1,3,5,3,0,0,1,0,0,18,0,0,6,8,4,11.75,0,0,6,8,4,12.25,0,Dropout,219
1,12,1,12,1,12,1,22,27,10,7,0,0,0,0,1,39,0,0,7,14,3,11.5,0,0,7,9,2,10.5,0,Dropout,269
4,12,1,17,0,1,1,22,27,10,10,0,0,1,0,0,37,0,0,5,14,2,10,0,0,5,7,3,11.33333333,0,Enrolled,402
1,12,1,12,1,1,1,22,27,10,8,0,0,1,0,1,26,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,Graduate,269
1,4,1,6,1,3,1,13,15,5,12,0,0,1,0,0,32,0,0,5,8,1,14,2,0,5,12,0,0,4,Dropout,101
2,12,1,3,0,1,1,22,27,7,9,0,1,1,0,0,37,0,3,8,12,7,11.375,0,2,7,10,6,12.16666667,0,Enrolled,32
1,12,1,6,1,1,1,22,14,29,35,0,1,1,0,0,28,0,0,6,17,0,0,0,0,6,6,0,0,0,Enrolled,97
1,1,1,10,1,1,1,13,27,1,1,0,0,1,0,0,19,0,0,6,10,0,0,4,0,6,0,0,0,0,Dropout,202
1,1,5,9,1,1,1,22,28,8,8,0,0,1,0,0,18,0,0,5,9,1,11,0,0,5,9,2,12.5,0,Enrolled,191
1,1,1,16,1,1,1,13,28,10,10,0,0,1,0,1,19,0,0,7,10,6,13,0,0,7,7,7,13.28571429,0,Graduate,373
2,4,1,14,1,3,1,22,27,8,8,0,0,1,0,0,32,0,4,11,15,8,13.6,0,2,8,10,8,15.11111111,0,Graduate,334
2,12,1,9,1,1,1,22,27,10,10,0,0,1,0,0,31,0,0,5,8,3,11,0,0,5,9,2,11.5,0,Dropout,179
1,12,1,12,1,1,1,3,1,3,6,0,0,1,0,0,34,0,0,8,11,7,11.70571429,0,0,8,11,7,11.70571429,0,Enrolled,269
1,1,3,2,1,1,1,1,1,4,4,0,0,1,0,0,20,0,6,12,12,12,13.25,0,4,11,14,11,14.33333333,0,Graduate,7
1,12,1,12,1,12,1,23,28,10,10,0,0,1,0,0,28,0,0,7,15,1,10.75,0,0,7,10,1,10,0,Dropout,269
1,15,1,17,0,14,1,22,27,7,7,0,0,1,0,0,31,0,2,6,8,6,12,0,2,7,8,7,13.42857143,0,Enrolled,405
1,1,1,15,1,1,1,13,28,5,11,0,0,1,0,0,18,0,0,6,7,6,12.66666667,0,0,6,8,4,12.25,0,Enrolled,345
4,12,1,3,0,12,1,22,27,12,8,0,0,0,0,0,31,0,0,6,8,5,11.4,0,0,6,9,3,11,0,Dropout,32
1,1,3,15,1,1,1,13,14,6,6,0,0,1,0,0,19,0,0,6,6,6,13,0,0,6,8,5,12.4,0,Graduate,350
1,1,1,10,1,1,1,22,14,10,5,0,0,1,0,1,19,0,0,6,8,6,14,0,0,6,8,6,12.28571429,0,Graduate,202
2,12,1,10,1,12,1,22,27,10,10,0,0,1,0,0,31,0,0,6,11,0,0,0,0,5,10,0,0,0,Enrolled,213
1,4,1,6,1,3,1,1,14,10,11,0,0,1,0,0,34,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,101
1,7,1,13,1,1,1,22,27,10,8,0,0,1,0,1,18,0,0,7,7,7,15.28571429,0,0,8,8,8,16.075,0,Graduate,307
1,8,2,11,1,1,1,22,27,8,8,0,0,1,0,0,18,0,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,Graduate,239
1,1,1,9,1,1,1,3,14,4,4,0,1,1,1,0,19,0,0,5,7,5,13.6,0,0,5,11,5,12.83333333,5,Graduate,168
1,8,2,15,1,1,1,3,5,1,3,0,0,0,1,1,22,0,0,4,8,0,0,0,0,4,8,0,0,0,Dropout,344
2,14,1,14,1,1,1,19,24,1,1,0,0,1,1,0,32,0,6,10,12,10,11.4,0,4,9,9,4,11.5,0,Graduate,330
1,12,1,9,1,1,1,22,3,10,3,0,0,1,1,0,61,0,0,5,0,0,0,0,0,5,0,0,0,0,Dropout,179
1,12,1,17,0,1,1,22,27,10,10,0,0,1,1,0,30,0,0,5,7,5,11,0,0,5,5,5,11.6,0,Graduate,402
2,12,1,17,0,1,1,22,27,10,10,0,1,0,1,0,45,0,0,5,9,0,0,0,0,5,11,0,0,0,Dropout,402
1,15,1,4,1,14,1,1,14,5,9,0,0,1,1,0,20,0,0,6,7,6,13.57142857,0,0,6,6,6,12.66666667,0,Graduate,53
1,9,5,12,1,1,1,13,1,2,11,0,0,1,0,0,19,0,0,7,0,0,0,0,0,8,0,0,0,0,Dropout,282
1,13,1,7,1,1,1,3,1,3,10,0,0,1,1,0,26,0,4,10,14,4,11.25,0,4,11,11,4,12,0,Dropout,140
1,8,4,14,1,1,1,1,1,5,12,0,0,1,1,0,19,0,0,5,6,3,13.33333333,0,0,5,5,1,11,0,Dropout,324
1,8,1,15,1,1,1,13,27,10,10,0,0,1,1,1,19,0,0,6,6,6,12,0,0,6,7,6,11.66666667,0,Graduate,347
1,1,3,15,1,1,1,23,1,10,5,0,0,1,1,0,19,0,0,6,6,6,12.5,0,0,6,7,5,13,0,Graduate,350
1,1,1,9,1,1,1,1,14,6,6,0,0,1,1,1,19,0,0,5,6,5,13.2,0,0,5,6,5,12.66666667,0,Graduate,168
1,1,3,14,1,1,1,11,9,1,1,0,0,0,1,0,19,0,0,5,5,0,0,0,0,4,4,0,0,0,Dropout,329
1,12,1,14,1,1,1,19,24,1,1,0,0,0,1,0,28,0,0,5,7,3,11.66666667,0,0,5,8,2,11.5,1,Dropout,319
1,14,1,9,1,1,1,22,27,10,10,0,0,1,1,0,24,0,10,15,16,15,13.46666667,1,10,14,14,14,13.64285714,0,Graduate,169
1,1,1,8,1,1,1,3,1,3,5,0,0,1,1,0,18,0,0,5,7,3,13.66666667,0,0,5,5,5,13.2,0,Graduate,153
1,1,2,7,1,1,1,23,28,6,6,0,0,1,1,0,18,0,0,5,9,2,11.66666667,0,0,5,9,2,12.5,2,Enrolled,141
1,1,1,15,1,1,1,1,3,4,8,0,0,1,1,1,18,0,0,6,7,6,11.66666667,0,0,6,12,5,10.2,0,Graduate,345
1,15,1,4,1,14,1,4,1,3,9,0,0,1,1,0,21,0,0,6,9,5,13.4,0,0,6,9,5,12.4,0,Graduate,53
2,12,1,17,0,1,1,13,27,10,6,0,0,0,1,0,28,0,0,5,5,0,0,0,0,5,6,0,0,0,Dropout,402
1,12,1,4,1,9,1,22,14,10,11,0,0,1,1,0,58,0,0,6,9,0,0,0,0,6,6,0,0,0,Dropout,54
2,12,1,17,0,1,1,19,24,1,1,0,0,0,1,0,49,0,0,5,5,0,0,0,0,5,5,0,0,0,Dropout,402
1,12,1,7,1,1,1,1,28,4,6,0,0,1,1,0,24,0,0,5,6,3,10.66666667,0,0,5,9,2,10.5,0,Enrolled,126
1,14,1,14,1,1,1,19,24,1,1,0,0,1,1,0,25,0,0,5,5,4,13.75,0,0,5,5,4,14.75,0,Graduate,330
4,13,1,9,1,1,1,22,28,8,4,0,0,1,1,0,33,0,0,5,5,1,10,0,0,5,5,0,0,0,Dropout,184
2,12,2,7,1,12,1,22,27,8,8,0,0,0,1,0,33,0,0,5,11,0,0,0,0,5,5,0,0,0,Dropout,142
2,14,1,16,1,1,1,22,27,8,8,0,0,1,1,0,40,0,0,2,4,1,16,0,0,4,5,4,15.5,0,Graduate,380
2,12,1,17,0,1,1,22,14,10,4,0,0,1,1,0,48,0,0,5,9,5,12.28571429,0,0,5,8,5,11.125,0,Graduate,402
1,8,3,7,1,1,1,1,14,10,4,0,1,0,1,0,18,0,0,5,10,3,12,0,0,5,8,3,10.33333333,0,Enrolled,134
1,12,1,12,1,12,1,23,28,10,9,0,0,1,1,0,24,0,0,7,7,6,12.66666667,1,0,7,7,6,12.66666667,1,Graduate,269
2,1,1,6,1,1,1,13,14,30,29,0,0,1,1,1,23,0,0,5,6,5,11.8,0,0,5,7,4,13.25,1,Graduate,93
1,12,1,17,0,12,1,13,27,8,6,0,1,0,1,0,39,0,0,5,6,5,10.6,0,0,5,7,5,14.66666667,0,Dropout,402
1,9,1,4,1,1,1,1,28,10,7,0,0,1,1,0,21,0,5,11,16,9,11.9,0,3,9,14,8,12.25,0,Graduate,61
1,13,1,7,1,6,1,20,25,7,7,0,0,1,1,0,34,0,4,6,8,4,11.25,0,1,5,8,2,10.5,0,Dropout,140
2,12,1,17,0,1,1,13,14,5,5,0,0,1,1,1,41,0,0,5,9,4,11,0,0,5,6,5,11.4,0,Enrolled,402
1,1,1,15,1,1,1,1,28,5,6,0,0,1,1,0,18,0,0,6,6,6,12,0,0,6,6,6,12.5,0,Graduate,345
2,12,1,17,0,1,1,23,28,10,4,0,0,1,1,0,34,0,0,5,10,4,11.75,0,0,5,10,4,10.83333333,0,Enrolled,402
1,1,1,9,1,1,1,1,1,3,11,0,0,1,1,0,19,0,0,5,8,2,10,0,0,5,8,1,16,0,Dropout,168
1,1,1,12,1,1,1,13,14,4,4,0,0,1,1,0,19,0,0,8,8,7,13.71428571,0,0,8,8,7,13.71428571,0,Graduate,260
1,4,1,4,1,4,1,1,1,5,7,0,0,1,1,0,28,0,0,6,14,6,14.875,0,0,6,12,6,15.8,0,Graduate,55
1,8,1,5,1,1,1,1,1,6,1,0,0,1,1,0,18,0,0,6,7,5,10.8,1,0,6,6,0,0,0,Dropout,68
1,1,1,10,1,1,1,2,2,4,5,0,0,1,1,0,19,0,0,6,11,3,12,0,0,6,12,2,10,0,Dropout,202
1,8,2,6,1,1,1,13,28,10,2,0,1,0,1,0,19,0,0,6,10,5,12.5,0,0,6,19,2,13.5,0,Dropout,103
1,8,1,12,1,1,1,1,3,10,3,0,0,1,0,0,18,0,0,7,7,7,14.72857143,0,0,8,11,8,16.32727273,0,Graduate,265
1,1,1,8,1,1,1,3,3,3,3,0,0,1,0,0,18,0,0,6,8,6,12,0,0,6,8,5,14.8,0,Graduate,153
1,1,1,15,1,1,1,1,3,4,4,0,0,1,0,0,18,0,0,6,8,6,11.42857143,0,0,6,7,6,11,0,Dropout,345
1,15,2,10,1,14,1,3,14,5,10,0,0,1,0,0,19,0,3,6,6,6,14.16666667,0,2,6,6,6,13.5,0,Graduate,220
2,4,1,10,1,3,1,22,27,29,43,0,0,1,0,0,31,0,1,6,12,5,12.5,0,0,6,10,5,14.6,0,Graduate,221
1,12,1,3,0,1,1,22,27,10,9,0,0,1,0,1,33,0,0,6,6,6,14.16666667,0,0,6,6,6,14.33333333,0,Graduate,32
1,1,3,12,1,1,1,3,1,19,26,0,0,1,0,1,20,0,0,7,10,5,14.46,0,0,7,8,6,13.55,0,Enrolled,272
1,15,1,6,1,14,3,13,1,7,5,0,0,1,0,0,22,1,0,6,12,5,12.8,0,0,6,19,2,11.5,0,Enrolled,96
1,8,1,11,1,1,1,1,14,4,4,0,0,1,0,0,19,0,0,6,8,6,12.66666667,0,0,6,8,5,13.4,0,Graduate,237
1,1,3,5,1,1,1,19,24,1,1,0,0,1,0,0,18,0,0,6,6,6,12.5,0,0,6,6,6,13,0,Dropout,73
1,8,3,5,1,1,1,23,1,6,6,1,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,74
1,1,5,14,1,1,1,13,28,10,10,0,0,0,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,326
1,1,1,2,1,1,1,3,4,3,6,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Graduate,9
1,8,2,9,1,1,1,13,14,8,8,0,0,1,0,1,19,0,0,5,8,5,11.2,0,0,5,5,3,11,0,Graduate,175
1,8,2,10,1,1,1,1,3,4,5,0,0,1,0,0,18,0,0,6,6,6,16.5,0,0,6,7,6,17.42857143,0,Dropout,204
1,8,1,6,1,1,1,3,14,6,6,0,0,1,0,0,18,0,0,5,9,3,13.66666667,1,0,5,5,5,12,0,Graduate,98
1,8,6,12,1,1,1,22,27,10,7,0,0,1,0,1,18,0,0,8,8,7,15.22857143,0,0,8,8,7,15.22857143,0,Graduate,264
1,17,1,10,1,16,1,22,27,10,11,0,0,1,0,0,21,0,5,9,10,9,12.77777778,0,4,9,9,9,13.22222222,0,Graduate,222
1,1,1,12,1,1,1,13,27,6,6,0,0,1,0,1,18,0,0,8,8,7,14.42857143,0,0,8,8,7,14.42857143,0,Graduate,260
1,8,3,14,1,1,1,1,28,4,4,0,0,1,0,0,18,0,0,6,8,6,13.875,0,0,6,7,6,13.71428571,0,Graduate,333
1,1,2,12,1,1,1,13,14,10,11,0,0,1,0,0,18,0,0,7,10,7,13.128,0,0,8,13,6,13.19333333,0,Graduate,266
1,8,1,12,1,1,1,13,1,5,4,0,0,1,0,0,20,0,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,Graduate,265
1,8,1,9,1,1,1,1,28,5,6,0,0,1,0,1,18,0,0,5,5,5,14.6,0,0,5,8,5,12,0,Graduate,172
1,1,2,15,1,1,1,13,1,5,6,0,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,348
1,9,2,9,1,1,1,22,28,29,28,0,0,1,0,1,20,0,0,5,6,5,11.8,0,0,5,6,5,11.6,0,Graduate,178
1,8,1,11,1,1,1,13,14,10,9,0,0,1,0,0,20,0,0,6,6,6,12.33333333,0,0,6,6,6,12.33333333,0,Graduate,237
1,8,1,9,1,1,1,22,1,10,10,0,1,1,0,1,19,0,0,5,5,4,11,0,0,5,5,0,0,0,Dropout,172
1,16,1,5,1,1,1,3,1,4,6,0,0,1,0,1,19,0,5,11,11,11,13.18181818,0,5,11,11,11,12.90909091,0,Graduate,67
1,8,4,14,1,1,1,13,27,10,13,1,1,0,0,1,18,0,0,6,6,1,11,0,0,6,0,0,0,0,Dropout,324
1,8,3,15,1,1,1,1,1,5,10,0,1,1,0,1,19,0,0,6,6,6,11.83333333,0,0,6,7,6,12.28571429,0,Graduate,359
1,1,2,12,1,1,1,1,28,5,8,0,0,1,0,1,20,0,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,Graduate,266
1,15,1,9,1,14,1,13,1,5,10,0,0,1,0,0,21,0,4,7,10,6,11.33333333,0,1,5,6,5,11.2,0,Graduate,192
1,14,2,12,1,1,1,26,3,3,3,0,0,1,0,0,21,0,0,8,12,6,11.68,0,0,8,12,6,11.68,0,Graduate,283
1,8,1,5,1,1,1,23,28,10,10,0,0,1,0,0,20,0,0,6,6,6,14.5,0,0,6,7,6,13.5,0,Graduate,68
1,9,2,16,1,1,1,23,28,29,36,0,0,1,0,0,19,0,0,7,7,7,13.14285714,0,0,7,8,7,12.85714286,0,Graduate,389
1,8,3,6,1,1,1,1,14,5,12,0,0,0,0,0,21,0,0,5,8,2,11.5,0,0,5,7,2,10.5,0,Dropout,104
1,1,1,6,1,1,1,18,14,5,12,0,0,1,0,0,18,0,0,5,6,5,14.2,0,0,5,7,5,11.8,0,Graduate,93
1,1,5,11,1,1,1,13,27,10,10,0,0,1,0,1,19,0,0,6,8,5,11.66666667,0,0,6,7,5,12.2,0,Graduate,245
1,8,2,12,1,1,1,13,14,10,5,0,0,1,0,0,18,0,0,7,8,7,13.175,0,0,8,8,8,14.875,0,Graduate,261
1,1,4,12,1,1,1,1,1,10,10,0,0,1,0,1,19,0,0,8,8,7,13.31428571,0,0,8,8,7,13.31428571,0,Graduate,262
1,1,2,9,1,1,1,1,14,5,4,0,0,1,0,1,18,0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,Graduate,170
1,1,1,16,1,1,1,13,27,6,8,0,0,1,0,1,18,0,0,6,11,4,12,0,0,6,8,4,10.75,0,Enrolled,373
1,1,1,15,1,1,1,22,27,9,9,0,0,1,0,0,18,0,0,6,7,6,13.42857143,0,0,6,7,6,14.14285714,0,Graduate,345
1,8,1,6,1,1,1,1,27,10,10,0,0,1,0,1,18,0,0,5,7,4,13.25,0,0,5,8,5,15.57142857,0,Graduate,98
1,8,1,5,1,1,1,23,14,8,8,0,0,1,0,0,18,0,0,6,6,2,13,0,0,6,6,0,0,0,Dropout,68
1,1,3,5,1,1,1,1,28,10,8,0,0,1,0,1,18,0,0,6,6,6,14.33333333,0,0,6,7,6,14,0,Enrolled,73
1,8,1,10,1,1,1,1,28,10,8,0,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,207
1,1,1,10,1,1,1,1,3,5,3,0,0,1,0,0,18,0,0,6,6,6,14,0,0,6,6,6,13.16666667,0,Graduate,202
1,13,1,6,1,1,1,1,28,5,10,0,0,1,0,1,20,0,1,2,2,2,12,0,1,6,11,6,12.83333333,0,Graduate,109
1,1,1,16,1,1,1,3,1,3,6,0,0,1,0,0,18,0,0,6,9,5,12.33333333,0,0,6,10,5,10.6,0,Enrolled,373
1,8,4,5,1,1,1,1,14,5,6,0,0,1,0,0,18,0,0,6,8,5,11.8,0,0,6,7,5,10.4,1,Graduate,72
1,9,6,12,1,1,1,22,27,10,8,0,0,1,0,1,20,0,0,8,8,7,12.79142857,1,0,8,8,7,12.79142857,1,Graduate,276
4,14,1,14,1,1,1,22,27,10,7,0,0,1,0,0,40,0,4,8,8,8,11.625,0,3,7,12,5,11.2,0,Graduate,330
1,1,6,12,1,1,1,23,28,10,10,0,0,1,0,1,18,0,0,7,11,6,11.99444444,0,0,8,11,7,12.43142857,0,Graduate,263
1,1,5,11,1,1,1,13,14,5,8,0,0,1,0,0,19,0,0,6,9,5,11.6,0,0,6,12,5,12.2,0,Graduate,245
1,4,1,17,0,15,1,1,14,5,10,0,0,1,0,0,24,0,0,5,5,0,0,0,0,5,6,0,0,0,Dropout,406
1,1,3,15,1,1,1,3,28,3,11,0,0,1,0,0,19,0,0,6,8,6,13.16666667,0,0,6,7,6,13.16666667,0,Dropout,350
1,1,6,12,1,1,1,2,1,5,5,0,0,1,0,0,19,0,0,8,8,7,14.1,0,0,8,8,7,14.1,0,Graduate,263
1,1,1,12,1,1,1,1,14,10,7,0,0,1,0,1,20,0,0,7,8,6,12.39666667,0,0,8,9,7,12.94285714,0,Graduate,260
1,1,1,12,1,1,1,23,28,6,6,0,0,1,0,0,18,0,0,7,7,7,15.01428571,0,0,8,8,8,16.0875,0,Graduate,260
1,1,1,2,1,1,1,1,28,5,9,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Graduate,9
1,8,2,12,1,1,1,13,27,5,8,0,0,1,0,0,19,0,0,7,8,7,14.05,0,0,8,8,8,15.1,0,Graduate,261
1,8,3,12,1,1,1,3,3,5,6,0,0,1,0,0,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,Dropout,275
1,15,1,6,1,14,1,3,3,3,3,0,0,1,0,0,19,0,0,6,10,6,13,0,0,6,19,5,13,0,Graduate,96
1,1,2,12,1,1,1,22,27,10,8,0,0,1,0,1,19,0,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,Graduate,266
1,1,1,12,1,1,1,13,14,6,8,0,0,1,0,1,19,0,0,7,7,7,13.7,0,0,8,9,7,14.67142857,0,Graduate,260
1,1,2,12,1,1,1,1,27,5,5,0,0,1,0,1,19,0,0,7,7,7,12.49571429,0,0,8,9,7,12.24285714,0,Dropout,266
1,1,1,12,1,1,1,1,28,2,8,0,0,1,0,0,19,0,0,7,7,6,14.56666667,0,0,7,7,6,14.56666667,0,Graduate,260
1,12,1,14,1,9,1,1,14,2,6,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,Dropout,319
1,1,1,12,1,1,1,13,14,5,11,0,0,1,0,0,20,0,0,8,8,7,12.68571429,0,0,8,8,7,12.68571429,0,Graduate,260
1,17,1,10,1,16,1,1,14,6,6,0,1,0,0,0,23,0,5,9,12,7,13.57142857,0,4,9,14,4,13.25,0,Dropout,222
1,1,1,5,1,1,1,13,14,8,8,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,75
1,12,1,3,0,1,1,22,9,10,11,0,0,1,0,0,27,0,0,6,8,5,11,0,0,6,7,6,11.16666667,0,Graduate,32
1,1,1,12,1,1,1,13,1,5,5,0,0,1,0,0,18,0,0,8,8,8,14.445,0,0,8,8,8,14.445,0,Graduate,260
1,1,1,16,1,1,1,13,1,6,11,0,1,1,0,0,18,0,0,6,9,5,13.6,0,0,6,10,4,11.75,0,Enrolled,373
1,4,1,3,0,15,1,13,1,6,11,0,1,0,0,0,23,0,7,12,12,11,14,0,4,10,11,8,14.625,0,Dropout,42
1,1,6,12,1,1,1,23,27,6,7,0,0,1,0,1,19,0,0,7,7,6,13.41666667,0,0,7,7,6,13.41666667,0,Graduate,263
1,1,1,9,1,1,1,22,28,4,4,0,0,1,0,0,18,0,0,5,8,5,12.33333333,2,0,5,7,5,11.4,0,Graduate,168
1,14,1,12,1,1,1,1,14,10,9,0,0,1,0,0,20,0,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,Graduate,271
1,1,2,14,1,1,1,13,14,10,10,0,0,1,0,0,18,0,0,6,9,4,13.2,0,0,6,10,5,12.8,0,Graduate,323
1,1,1,12,1,1,1,1,1,5,5,0,0,1,0,1,19,0,0,8,8,8,14.75,0,0,8,8,8,14.75,0,Graduate,260
1,15,1,10,1,14,1,13,14,9,9,0,0,1,0,1,19,0,3,6,7,6,13.14285714,0,2,6,6,6,14.33333333,0,Graduate,205
1,1,1,16,1,1,1,23,27,6,6,0,0,1,0,0,19,0,0,6,9,4,12.5,0,0,6,9,5,12.5,0,Enrolled,373
1,1,1,6,1,1,1,3,3,2,12,0,0,1,0,0,18,0,0,5,6,4,13.75,0,0,5,8,5,14.85714286,0,Graduate,93
1,1,1,10,1,1,1,22,27,10,6,0,0,1,0,0,18,0,0,6,11,5,12.4,0,0,6,7,6,13,0,Graduate,202
1,1,2,15,1,1,1,13,14,5,8,0,0,1,0,0,18,0,0,6,6,6,13.33333333,0,0,6,6,6,12,0,Graduate,348
1,2,1,16,1,1,1,13,28,10,10,0,0,0,0,0,28,0,11,11,11,11,11.72727273,0,8,8,8,8,12,0,Dropout,390
1,8,1,11,1,1,1,22,27,6,10,0,0,1,0,0,19,0,0,6,8,4,12.5,0,0,6,11,1,14,0,Dropout,237
1,14,1,2,1,1,1,3,1,3,4,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Dropout,17
1,1,2,12,1,1,1,1,27,5,10,0,0,1,0,1,19,0,0,7,8,6,13.53333333,0,0,8,9,7,13.61428571,0,Graduate,266
1,1,1,5,1,1,1,1,14,5,1,1,0,1,0,1,20,0,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,Graduate,75
1,1,2,11,1,1,1,13,14,10,10,0,0,1,0,1,19,0,0,6,9,5,13.2,0,0,6,8,5,11,0,Graduate,242
1,16,1,5,1,1,1,5,1,3,11,0,0,1,0,0,21,0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,Enrolled,67
1,1,1,16,1,1,1,1,14,10,5,0,0,1,0,1,19,0,0,7,7,7,13.42857143,0,0,7,7,7,14.85714286,0,Graduate,373
1,1,2,5,1,1,1,13,1,10,4,0,0,1,0,1,18,0,1,6,8,6,12.71428571,1,0,6,8,6,12.625,0,Graduate,77
1,8,2,8,1,1,1,3,1,3,2,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,162
1,8,1,14,1,1,1,10,28,10,6,0,0,1,0,1,19,0,0,6,6,6,13.66666667,0,0,6,9,6,13.66666667,0,Graduate,320
1,1,1,15,1,1,1,23,14,18,16,0,1,1,0,0,20,0,0,6,6,5,11,0,0,6,6,6,13.16666667,0,Graduate,345
1,8,2,16,1,1,1,1,1,5,1,0,0,1,0,0,18,0,0,7,11,5,11.4,0,0,7,9,6,13.33333333,0,Enrolled,377
1,14,1,2,1,1,1,13,14,6,8,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Enrolled,17
1,8,1,8,1,1,1,1,1,5,6,0,0,1,0,0,18,0,0,5,7,4,12,0,0,5,6,5,12,0,Graduate,160
1,8,3,15,1,1,1,13,14,6,9,0,0,1,0,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,Dropout,359
