Student_ID,course_id,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Debtor,Tuition fees up to date,Scholarship holder,Target
969,402,49,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,Dropout
970,126,24,0,5,6,3,10.66666667,0,0,5,9,2,10.5,0,0,1,0,Enrolled
971,330,25,0,5,5,4,13.75,0,0,5,5,4,14.75,0,0,1,0,Graduate
972,184,33,0,5,5,1,10,0,0,5,5,0,0,0,0,1,0,Dropout
973,142,33,0,5,11,0,0,0,0,5,5,0,0,0,0,0,0,Dropout
974,380,40,0,2,4,1,16,0,0,4,5,4,15.5,0,0,1,0,Graduate
975,402,48,0,5,9,5,12.28571429,0,0,5,8,5,11.125,0,0,1,0,Graduate
976,134,18,0,5,10,3,12,0,0,5,8,3,10.33333333,0,1,0,0,Enrolled
977,269,24,0,7,7,6,12.66666667,1,0,7,7,6,12.66666667,1,0,1,0,Graduate
978,93,23,0,5,6,5,11.8,0,0,5,7,4,13.25,1,0,1,1,Graduate
979,402,39,0,5,6,5,10.6,0,0,5,7,5,14.66666667,0,1,0,0,Dropout
980,61,21,5,11,16,9,11.9,0,3,9,14,8,12.25,0,0,1,0,Graduate
981,140,34,4,6,8,4,11.25,0,1,5,8,2,10.5,0,0,1,0,Dropout
982,402,41,0,5,9,4,11,0,0,5,6,5,11.4,0,0,1,1,Enrolled
983,345,18,0,6,6,6,12,0,0,6,6,6,12.5,0,0,1,0,Graduate
984,402,34,0,5,10,4,11.75,0,0,5,10,4,10.83333333,0,0,1,0,Enrolled
985,168,19,0,5,8,2,10,0,0,5,8,1,16,0,0,1,0,Dropout
986,260,19,0,8,8,7,13.71428571,0,0,8,8,7,13.71428571,0,0,1,0,Graduate
987,55,28,0,6,14,6,14.875,0,0,6,12,6,15.8,0,0,1,0,Graduate
988,68,18,0,6,7,5,10.8,1,0,6,6,0,0,0,0,1,0,Dropout
989,202,19,0,6,11,3,12,0,0,6,12,2,10,0,0,1,0,Dropout
990,103,19,0,6,10,5,12.5,0,0,6,19,2,13.5,0,1,0,0,Dropout
991,265,18,0,7,7,7,14.72857143,0,0,8,11,8,16.32727273,0,0,1,0,Graduate
992,153,18,0,6,8,6,12,0,0,6,8,5,14.8,0,0,1,0,Graduate
993,345,18,0,6,8,6,11.42857143,0,0,6,7,6,11,0,0,1,0,Dropout
994,220,19,3,6,6,6,14.16666667,0,2,6,6,6,13.5,0,0,1,0,Graduate
995,221,31,1,6,12,5,12.5,0,0,6,10,5,14.6,0,0,1,0,Graduate
996,32,33,0,6,6,6,14.16666667,0,0,6,6,6,14.33333333,0,0,1,1,Graduate
997,272,20,0,7,10,5,14.46,0,0,7,8,6,13.55,0,0,1,1,Enrolled
998,96,22,0,6,12,5,12.8,0,0,6,19,2,11.5,0,0,1,0,Enrolled
999,237,19,0,6,8,6,12.66666667,0,0,6,8,5,13.4,0,0,1,0,Graduate
1000,73,18,0,6,6,6,12.5,0,0,6,6,6,13,0,0,1,0,Dropout
1001,74,18,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
1002,326,18,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,Dropout
1003,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Graduate
1004,175,19,0,5,8,5,11.2,0,0,5,5,3,11,0,0,1,1,Graduate
1005,204,18,0,6,6,6,16.5,0,0,6,7,6,17.42857143,0,0,1,0,Dropout
1006,98,18,0,5,9,3,13.66666667,1,0,5,5,5,12,0,0,1,0,Graduate
1007,264,18,0,8,8,7,15.22857143,0,0,8,8,7,15.22857143,0,0,1,1,Graduate
1008,222,21,5,9,10,9,12.77777778,0,4,9,9,9,13.22222222,0,0,1,0,Graduate
1009,260,18,0,8,8,7,14.42857143,0,0,8,8,7,14.42857143,0,0,1,1,Graduate
1010,333,18,0,6,8,6,13.875,0,0,6,7,6,13.71428571,0,0,1,0,Graduate
1011,266,18,0,7,10,7,13.128,0,0,8,13,6,13.19333333,0,0,1,0,Graduate
1012,265,20,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,0,1,0,Graduate
1013,172,18,0,5,5,5,14.6,0,0,5,8,5,12,0,0,1,1,Graduate
1014,348,18,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
1015,178,20,0,5,6,5,11.8,0,0,5,6,5,11.6,0,0,1,1,Graduate
1016,237,20,0,6,6,6,12.33333333,0,0,6,6,6,12.33333333,0,0,1,0,Graduate
1017,172,19,0,5,5,4,11,0,0,5,5,0,0,0,1,1,1,Dropout
1018,67,19,5,11,11,11,13.18181818,0,5,11,11,11,12.90909091,0,0,1,1,Graduate
1019,324,18,0,6,6,1,11,0,0,6,0,0,0,0,1,0,1,Dropout
1020,359,19,0,6,6,6,11.83333333,0,0,6,7,6,12.28571429,0,1,1,1,Graduate
1021,266,20,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,0,1,1,Graduate
1022,192,21,4,7,10,6,11.33333333,0,1,5,6,5,11.2,0,0,1,0,Graduate
1023,283,21,0,8,12,6,11.68,0,0,8,12,6,11.68,0,0,1,0,Graduate
1024,68,20,0,6,6,6,14.5,0,0,6,7,6,13.5,0,0,1,0,Graduate
1025,389,19,0,7,7,7,13.14285714,0,0,7,8,7,12.85714286,0,0,1,0,Graduate
1026,104,21,0,5,8,2,11.5,0,0,5,7,2,10.5,0,0,0,0,Dropout
1027,93,18,0,5,6,5,14.2,0,0,5,7,5,11.8,0,0,1,0,Graduate
1028,245,19,0,6,8,5,11.66666667,0,0,6,7,5,12.2,0,0,1,1,Graduate
1029,261,18,0,7,8,7,13.175,0,0,8,8,8,14.875,0,0,1,0,Graduate
1030,262,19,0,8,8,7,13.31428571,0,0,8,8,7,13.31428571,0,0,1,1,Graduate
1031,170,18,0,5,13,3,10.6,0,0,5,12,3,10.5,0,0,1,1,Graduate
1032,373,18,0,6,11,4,12,0,0,6,8,4,10.75,0,0,1,1,Enrolled
1033,345,18,0,6,7,6,13.42857143,0,0,6,7,6,14.14285714,0,0,1,0,Graduate
1034,98,18,0,5,7,4,13.25,0,0,5,8,5,15.57142857,0,0,1,1,Graduate
1035,68,18,0,6,6,2,13,0,0,6,6,0,0,0,0,1,0,Dropout
1036,73,18,0,6,6,6,14.33333333,0,0,6,7,6,14,0,0,1,1,Enrolled
1037,207,18,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
1038,202,18,0,6,6,6,14,0,0,6,6,6,13.16666667,0,0,1,0,Graduate
1039,109,20,1,2,2,2,12,0,1,6,11,6,12.83333333,0,0,1,1,Graduate
1040,373,18,0,6,9,5,12.33333333,0,0,6,10,5,10.6,0,0,1,0,Enrolled
1041,72,18,0,6,8,5,11.8,0,0,6,7,5,10.4,1,0,1,0,Graduate
1042,276,20,0,8,8,7,12.79142857,1,0,8,8,7,12.79142857,1,0,1,1,Graduate
1043,330,40,4,8,8,8,11.625,0,3,7,12,5,11.2,0,0,1,0,Graduate
1044,263,18,0,7,11,6,11.99444444,0,0,8,11,7,12.43142857,0,0,1,1,Graduate
1045,245,19,0,6,9,5,11.6,0,0,6,12,5,12.2,0,0,1,0,Graduate
1046,406,24,0,5,5,0,0,0,0,5,6,0,0,0,0,1,0,Dropout
1047,350,19,0,6,8,6,13.16666667,0,0,6,7,6,13.16666667,0,0,1,0,Dropout
1048,263,19,0,8,8,7,14.1,0,0,8,8,7,14.1,0,0,1,0,Graduate
1049,260,20,0,7,8,6,12.39666667,0,0,8,9,7,12.94285714,0,0,1,1,Graduate
1050,260,18,0,7,7,7,15.01428571,0,0,8,8,8,16.0875,0,0,1,0,Graduate
1051,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Graduate
1052,261,19,0,7,8,7,14.05,0,0,8,8,8,15.1,0,0,1,0,Graduate
1053,275,18,0,7,8,7,14.85,0,0,8,8,8,15.2,0,0,1,0,Dropout
1054,96,19,0,6,10,6,13,0,0,6,19,5,13,0,0,1,0,Graduate
1055,266,19,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,0,1,1,Graduate
1056,260,19,0,7,7,7,13.7,0,0,8,9,7,14.67142857,0,0,1,1,Graduate
1057,266,19,0,7,7,7,12.49571429,0,0,8,9,7,12.24285714,0,0,1,1,Dropout
1058,260,19,0,7,7,6,14.56666667,0,0,7,7,6,14.56666667,0,0,1,0,Graduate
1059,319,25,0,5,5,5,11.2,0,0,5,5,4,11.25,0,1,0,0,Dropout
1060,260,20,0,8,8,7,12.68571429,0,0,8,8,7,12.68571429,0,0,1,0,Graduate
1061,222,23,5,9,12,7,13.57142857,0,4,9,14,4,13.25,0,1,0,0,Dropout
1062,75,20,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
1063,32,27,0,6,8,5,11,0,0,6,7,6,11.16666667,0,0,1,0,Graduate
1064,260,18,0,8,8,8,14.445,0,0,8,8,8,14.445,0,0,1,0,Graduate
1065,373,18,0,6,9,5,13.6,0,0,6,10,4,11.75,0,1,1,0,Enrolled
1066,42,23,7,12,12,11,14,0,4,10,11,8,14.625,0,1,0,0,Dropout
1067,263,19,0,7,7,6,13.41666667,0,0,7,7,6,13.41666667,0,0,1,1,Graduate
1068,168,18,0,5,8,5,12.33333333,2,0,5,7,5,11.4,0,0,1,0,Graduate
1069,271,20,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,0,1,0,Graduate
1070,323,18,0,6,9,4,13.2,0,0,6,10,5,12.8,0,0,1,0,Graduate
1071,260,19,0,8,8,8,14.75,0,0,8,8,8,14.75,0,0,1,1,Graduate
1072,205,19,3,6,7,6,13.14285714,0,2,6,6,6,14.33333333,0,0,1,1,Graduate
1073,373,19,0,6,9,4,12.5,0,0,6,9,5,12.5,0,0,1,0,Enrolled
1074,93,18,0,5,6,4,13.75,0,0,5,8,5,14.85714286,0,0,1,0,Graduate
1075,202,18,0,6,11,5,12.4,0,0,6,7,6,13,0,0,1,0,Graduate
1076,348,18,0,6,6,6,13.33333333,0,0,6,6,6,12,0,0,1,0,Graduate
1077,390,28,11,11,11,11,11.72727273,0,8,8,8,8,12,0,0,0,0,Dropout
1078,237,19,0,6,8,4,12.5,0,0,6,11,1,14,0,0,1,0,Dropout
1079,17,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Dropout
1080,266,19,0,7,8,6,13.53333333,0,0,8,9,7,13.61428571,0,0,1,1,Graduate
1081,75,20,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,0,1,1,Graduate
1082,242,19,0,6,9,5,13.2,0,0,6,8,5,11,0,0,1,1,Graduate
1083,67,21,0,6,7,5,12.2,0,0,6,7,4,12.6,0,0,1,0,Enrolled
1084,373,19,0,7,7,7,13.42857143,0,0,7,7,7,14.85714286,0,0,1,1,Graduate
1085,77,18,1,6,8,6,12.71428571,1,0,6,8,6,12.625,0,0,1,1,Graduate
1086,162,19,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
1087,320,19,0,6,6,6,13.66666667,0,0,6,9,6,13.66666667,0,0,1,1,Graduate
1088,345,20,0,6,6,5,11,0,0,6,6,6,13.16666667,0,1,1,0,Graduate
1089,377,18,0,7,11,5,11.4,0,0,7,9,6,13.33333333,0,0,1,0,Enrolled
1090,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Enrolled
1091,160,18,0,5,7,4,12,0,0,5,6,5,12,0,0,1,0,Graduate
1092,359,18,0,6,6,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
1093,208,18,0,6,14,5,11,0,0,6,6,6,11.66666667,0,0,1,0,Graduate
1094,360,20,0,6,12,5,12,0,0,6,8,6,11.57142857,0,0,1,0,Dropout
1095,275,19,0,7,7,7,13.30857143,0,0,8,10,8,12.55,0,0,1,1,Graduate
1096,373,21,0,6,8,3,13.66666667,0,0,6,7,3,10.66666667,0,1,0,0,Dropout
1097,320,20,0,6,6,0,0,0,0,6,9,0,0,0,1,0,0,Dropout
1098,240,18,0,6,10,5,12.2,0,0,6,8,4,11.25,0,0,1,0,Graduate
1099,345,20,0,6,7,6,12.66666667,0,0,6,6,6,12.83333333,0,0,1,1,Graduate
1100,266,19,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,0,1,1,Graduate
1101,93,22,0,5,14,4,14.25,3,0,5,9,5,13.2,4,0,1,0,Dropout
1102,160,22,0,6,0,0,0,0,0,2,2,0,0,2,0,0,0,Dropout
1103,372,18,0,6,10,3,12,0,0,6,8,4,10.25,0,0,1,0,Enrolled
1104,169,21,3,10,18,6,11.16666667,2,4,10,16,7,10.57142857,0,0,1,0,Enrolled
1105,202,19,0,6,12,2,13,0,0,6,8,5,11.6,0,0,1,0,Graduate
1106,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dropout
1107,266,20,0,8,8,7,14.90142857,1,0,8,8,7,14.90142857,1,0,1,1,Dropout
1108,272,18,0,7,8,7,12.65,0,0,8,9,8,12.44555556,0,1,1,1,Graduate
1109,407,22,7,12,12,7,11,0,5,5,5,5,10.6,0,0,0,0,Dropout
1110,99,20,0,5,7,4,12.4,0,0,5,9,5,12.66666667,0,0,1,0,Graduate
1111,53,19,0,6,7,6,12,0,0,6,7,6,12.66666667,0,0,1,0,Graduate
1112,270,19,0,7,8,7,12.13571429,0,0,8,10,7,13.32857143,0,0,1,1,Graduate
1113,266,20,0,7,10,5,12.62,0,0,7,8,6,12.5,0,0,1,1,Enrolled
1114,402,25,0,5,11,3,10.66666667,0,0,5,11,3,11.33333333,0,0,1,0,Enrolled
1115,260,19,0,7,12,6,13.76666667,0,0,8,10,7,14.05142857,0,0,1,1,Graduate
1116,273,19,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,0,1,0,Graduate
1117,75,19,0,5,5,0,0,0,0,6,0,0,0,0,0,0,0,Dropout
1118,260,20,0,7,9,6,12.7,0,0,8,8,7,13.57142857,0,0,1,0,Graduate
1119,306,25,0,7,11,7,11.85714286,0,0,8,21,5,11.7,0,0,1,0,Enrolled
1120,265,20,0,7,7,6,12.33333333,0,0,7,7,6,12.33333333,0,0,1,1,Graduate
1121,213,24,0,6,9,4,15.75,0,0,6,10,5,16.4,0,0,1,0,Enrolled
1122,329,20,0,5,6,5,13.33333333,0,0,5,6,5,13.2,0,0,1,0,Graduate
1123,267,21,4,7,9,7,14.35555556,0,5,8,8,8,13.49375,0,0,1,0,Graduate
1124,53,19,0,6,8,6,13,0,0,6,11,5,13,0,1,1,1,Graduate
1125,345,19,0,6,6,6,12.83333333,0,0,6,6,6,13.5,0,0,1,1,Graduate
1126,323,21,0,5,5,5,13.2,0,0,5,5,4,13,0,0,1,1,Graduate
1127,269,28,0,7,9,7,17.00555556,0,1,8,9,8,16.58222222,0,0,1,0,Graduate
1128,202,19,0,6,8,5,10.6,0,0,6,8,5,11,0,1,0,1,Graduate
1129,168,18,0,5,5,5,14,0,0,5,6,5,13.6,0,0,1,1,Graduate
1130,278,18,0,8,8,7,12.11428571,0,0,8,8,7,12.11428571,0,0,1,1,Graduate
1131,272,18,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,0,1,1,Graduate
1132,267,22,4,8,8,7,13.28571429,0,4,8,8,7,13.28571429,0,0,1,0,Graduate
1133,168,19,0,5,9,4,11,0,0,5,8,3,10.66666667,0,0,1,0,Enrolled
1134,260,18,0,7,7,7,14.07142857,0,0,8,8,8,15.1625,0,0,1,1,Graduate
1135,237,20,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,Dropout
1136,13,26,4,9,9,4,11.25,0,3,10,12,3,11,0,0,0,0,Dropout
1137,73,18,0,6,6,6,14,0,0,6,8,6,13.625,0,0,1,1,Graduate
1138,240,21,0,6,8,6,12.16666667,0,0,6,11,3,11.66666667,0,0,1,1,Dropout
1139,268,18,0,8,8,7,13.29714286,0,0,8,8,7,13.29714286,0,0,1,0,Graduate
1140,93,20,0,6,14,6,13.92307692,0,0,6,9,6,14.25,0,0,1,0,Graduate
1141,263,18,0,7,11,7,13.37,0,0,8,13,7,12.83333333,0,0,1,0,Graduate
1142,193,19,0,5,5,5,12.4,0,0,5,8,3,11,0,0,1,1,Enrolled
1143,317,20,0,5,5,4,15,0,0,5,5,4,13.75,0,0,1,0,Dropout
1144,373,18,0,6,6,6,13.33333333,0,0,6,7,6,12.57142857,0,1,1,1,Graduate
1145,182,20,0,5,8,3,12,0,0,5,9,4,12.625,0,0,1,1,Enrolled
1146,38,22,0,6,7,5,13.4,0,0,6,9,5,12.2,0,0,1,0,Graduate
1147,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Enrolled
1148,407,21,1,5,9,4,11.5,0,1,5,5,5,11.4,0,0,1,0,Graduate
1149,389,18,0,7,12,6,12,0,0,7,11,6,12.16666667,0,0,1,0,Enrolled
1150,260,18,0,8,8,7,13.48571429,0,0,8,8,7,13.48571429,0,0,1,0,Graduate
1151,75,18,0,6,6,6,12,0,0,6,8,6,11.28571429,0,0,1,1,Graduate
1152,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dropout
1153,173,19,0,5,7,3,10.33333333,0,0,5,11,3,14.42857143,0,0,1,0,Enrolled
1154,260,19,0,7,10,5,12.94,0,0,7,7,5,13.76,0,0,1,0,Enrolled
1155,272,19,0,8,11,7,13.25857143,0,0,8,11,7,13.25857143,0,0,1,0,Graduate
1156,168,19,0,5,9,4,12.25,0,0,5,10,4,12,0,0,1,0,Enrolled
1157,237,19,0,6,9,3,11.66666667,0,0,6,15,1,10,0,0,0,0,Dropout
1158,246,21,0,6,7,6,13.57142857,0,0,6,6,6,12.5,0,0,1,1,Graduate
1159,348,20,0,6,9,5,11.8,0,0,6,9,5,11.83333333,0,0,1,1,Graduate
1160,168,20,0,5,7,5,14.2,0,0,5,7,5,13.28571429,0,0,1,1,Graduate
1161,402,41,0,5,8,5,11,0,0,5,6,5,11.8,1,0,1,0,Graduate
1162,274,32,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,0,1,0,Enrolled
1163,275,18,0,8,8,7,14.65285714,0,0,8,8,7,14.65285714,0,0,1,0,Graduate
1164,32,35,0,6,9,6,11.33333333,0,0,6,6,6,11.33333333,0,0,1,1,Graduate
1165,269,32,0,7,12,4,13.7,0,0,7,7,0,0,0,1,0,0,Dropout
1166,32,37,7,11,11,11,13.72727273,0,4,8,8,8,14.75,0,0,1,0,Graduate
1167,188,30,4,7,9,7,11.75,0,3,8,12,7,11.14285714,0,0,1,0,Dropout
1168,364,23,0,6,9,6,12.33333333,0,0,6,11,5,13,0,0,1,0,Graduate
1169,344,20,0,6,6,6,14,0,0,6,7,6,13.85714286,0,0,1,1,Dropout
1170,317,21,0,5,7,4,11.5,0,0,5,6,4,11.75,0,0,1,0,Graduate
1171,168,19,0,5,6,5,11.2,0,0,5,5,5,13.2,0,0,1,0,Graduate
1172,268,18,0,8,8,7,15.07,0,0,8,8,7,15.07,0,0,1,1,Graduate
1173,140,18,0,5,6,1,10,0,0,5,7,1,12,0,0,1,0,Dropout
1174,402,24,0,5,5,4,12,0,0,5,6,5,12.66666667,0,0,1,0,Enrolled
1175,335,22,0,6,11,4,13,0,0,6,11,4,12.6,0,0,1,0,Graduate
1176,236,18,0,6,7,4,11,0,0,6,7,3,11.25,0,0,1,0,Dropout
1177,223,18,0,6,8,6,13.57142857,0,0,6,11,5,12.16666667,0,0,1,0,Graduate
1178,77,21,0,6,7,5,14.6,0,0,6,6,5,14.2,0,0,1,0,Graduate
1179,269,38,0,7,13,3,11.83333333,0,0,7,14,2,10,0,1,1,0,Dropout
1180,308,19,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,0,1,1,Graduate
1181,269,36,0,7,12,4,11.5,0,0,7,14,3,12.33333333,0,0,1,0,Dropout
1182,110,18,0,5,8,4,13.25,1,0,5,10,4,10.5,0,0,1,0,Graduate
1183,272,19,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,0,1,0,Graduate
1184,94,21,7,10,15,8,13.75,0,4,9,17,5,13.2,0,1,0,0,Dropout
1185,266,19,0,7,10,6,13.59833333,0,0,8,11,6,11.93333333,0,0,1,0,Enrolled
1186,202,18,0,6,11,5,11.14285714,0,0,6,8,6,12.28571429,0,0,1,1,Graduate
1187,274,45,7,11,11,11,12.7,0,6,10,12,10,12.96818182,0,0,1,0,Enrolled
1188,172,20,0,5,9,1,10,0,0,5,10,1,11,0,0,1,0,Dropout
1189,237,18,0,6,8,6,11.66666667,0,0,6,10,4,11.5,0,1,1,0,Graduate
1190,317,18,0,6,8,6,14,0,0,6,7,6,13.14285714,0,0,1,1,Graduate
1191,163,25,0,5,9,0,0,4,0,5,9,0,0,3,0,1,0,Dropout
1192,263,19,0,8,9,7,12.04142857,0,0,8,9,7,12.04142857,0,0,1,0,Graduate
1193,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Graduate
1194,2,39,12,13,14,13,13.76923077,0,9,12,16,12,14.58333333,0,0,1,0,Graduate
1195,54,29,13,18,20,18,15.44444444,0,11,13,13,13,15.30769231,0,0,1,0,Graduate
1196,379,18,0,7,9,6,11.5,0,0,7,8,7,12.71428571,0,0,1,0,Enrolled
1197,76,23,0,3,3,2,10,0,0,6,0,0,0,0,0,0,0,Dropout
1198,384,21,0,6,8,4,12.25,0,0,6,13,3,10.33333333,0,0,1,0,Dropout
1199,202,18,0,6,6,6,14.5,0,0,6,6,6,15.16666667,0,0,0,0,Graduate
1200,101,23,0,6,7,6,15.57142857,0,0,6,8,6,16.375,0,0,1,0,Graduate
1201,153,18,0,6,7,6,15.57142857,0,0,6,7,6,14.71428571,0,0,1,0,Graduate
1202,32,32,0,6,8,5,13.8,0,0,6,7,6,12.16666667,0,0,1,0,Graduate
1203,188,29,0,5,8,3,10.66666667,0,0,5,14,2,14.8,0,1,0,0,Dropout
1204,224,20,0,6,8,5,11.6,0,0,6,8,4,11.75,0,1,1,1,Graduate
1205,213,28,0,6,11,1,13,0,0,6,12,0,0,0,0,0,0,Dropout
1206,181,27,0,5,9,3,12,0,0,5,11,4,13.625,0,0,1,0,Graduate
1207,283,22,11,14,14,12,12.33333333,2,11,14,14,12,12.33333333,2,1,1,0,Graduate
1208,54,37,0,6,10,6,12.875,0,0,6,12,6,12.9,0,1,1,0,Enrolled
1209,42,28,0,6,12,1,11,0,0,6,0,0,0,0,0,0,0,Dropout
1210,54,43,0,6,10,4,12.25,0,0,6,13,4,10.5,0,1,0,0,Dropout
1211,299,32,0,7,7,0,0,7,0,8,8,0,0,7,0,0,0,Dropout
1212,207,20,0,6,11,4,10.75,0,0,6,13,5,11.5,0,0,1,1,Enrolled
1213,269,35,0,8,9,8,13.63,1,0,8,9,8,13.63,1,0,1,1,Graduate
1214,317,21,0,5,8,3,13,0,0,5,7,4,11.5,1,0,1,0,Graduate
1215,262,18,0,7,9,6,13.53333333,0,0,7,7,7,12.22857143,0,0,1,1,Enrolled
1216,260,18,0,7,7,7,16.9,0,0,8,9,8,16.37777778,0,0,1,1,Graduate
1217,211,18,0,6,10,5,12,0,0,6,11,4,12,0,0,1,0,Graduate
1218,34,22,3,6,6,6,12.5,0,2,6,7,6,13.28571429,0,0,1,0,Graduate
1219,266,19,0,8,8,7,12.76428571,0,0,8,8,7,12.76428571,0,0,1,0,Graduate
1220,178,18,0,5,8,5,13.75,0,0,5,6,5,12.16666667,0,0,1,1,Graduate
1221,15,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Dropout
1222,260,18,0,7,7,7,14.60428571,0,0,8,9,8,15.68333333,0,0,1,1,Graduate
1223,402,31,0,5,7,0,0,0,0,5,7,0,0,0,1,0,0,Dropout
1224,32,33,0,6,9,5,13.83333333,0,0,6,7,6,12.5,0,1,1,1,Graduate
1225,272,19,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,0,1,1,Graduate
1226,207,18,0,6,7,6,15.14285714,0,0,6,6,6,15.83333333,0,0,1,1,Graduate
1227,168,23,0,5,8,3,10.66666667,0,0,5,8,5,11.6,0,0,1,0,Graduate
1228,207,20,0,6,11,5,11.2,0,0,6,6,6,12,0,0,1,0,Graduate
1229,270,18,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,0,1,0,Graduate
1230,94,21,7,9,10,8,13.25,0,4,9,14,5,12.2,0,1,1,0,Enrolled
1231,202,22,0,6,10,5,10.71428571,0,0,6,10,5,12.2,0,0,1,1,Graduate
1232,202,20,0,6,6,6,12.16666667,0,0,6,7,6,11.66666667,0,1,1,0,Graduate
1233,274,23,1,7,8,6,14.35714286,0,1,7,8,6,14.35714286,0,0,1,0,Graduate
1234,344,19,0,6,6,6,12.83333333,0,0,6,6,6,12.66666667,0,0,1,0,Graduate
1235,264,19,0,8,8,7,13.92571429,0,0,8,8,7,13.92571429,0,0,1,0,Graduate
1236,402,26,0,5,9,2,12,0,0,5,9,3,11,0,0,1,0,Dropout
1237,263,18,0,7,7,7,13.44285714,0,0,8,9,8,13.74444444,0,0,1,0,Graduate
1238,143,18,0,5,5,1,16,0,0,5,5,0,0,0,0,1,0,Dropout
1239,53,20,0,6,8,6,13.125,0,0,6,10,6,13.2,0,0,1,0,Graduate
1240,317,19,0,6,7,0,0,0,0,6,6,0,0,0,0,1,0,Dropout
1241,409,32,5,9,9,5,11.4,0,4,4,4,4,11,0,0,0,0,Dropout
1242,156,31,0,4,12,2,11,2,0,5,9,3,11.66666667,0,0,0,0,Dropout
1243,126,25,0,5,13,1,11,0,0,5,11,1,10,0,0,1,0,Enrolled
1244,109,21,2,6,14,5,13.66666667,0,2,6,10,5,13,0,0,1,0,Graduate
1245,409,31,2,6,10,4,11.75,0,0,5,6,1,10,0,0,0,0,Dropout
1246,375,34,0,7,11,1,10,0,0,7,7,1,13,0,0,1,0,Dropout
1247,202,18,0,6,8,6,13.5,0,0,6,9,6,12.83333333,0,0,1,1,Graduate
1248,201,19,0,6,0,0,0,0,0,6,0,0,0,0,1,1,0,Dropout
1249,336,21,0,6,12,1,12,0,0,6,11,1,11,0,1,1,0,Enrolled
1250,372,18,0,6,11,3,13,0,0,6,10,5,11.8,0,0,0,0,Dropout
1251,240,20,0,6,7,6,14.83333333,0,0,6,6,6,16,0,0,1,0,Graduate
1252,354,20,0,6,6,6,11.83333333,0,0,6,7,6,12.85714286,0,0,1,0,Graduate
1253,333,18,0,6,10,5,12,0,0,6,11,5,12.33333333,0,0,1,1,Graduate
1254,202,19,0,6,11,4,12.75,0,0,6,7,6,11.33333333,0,0,1,0,Graduate
1255,108,19,0,5,5,0,0,5,0,5,7,4,14.75,1,0,1,0,Enrolled
1256,156,30,0,6,7,0,0,0,0,6,16,1,10,0,0,1,1,Dropout
1257,207,19,0,6,6,6,12,0,0,6,7,6,12.85714286,0,0,1,0,Graduate
1258,309,19,0,7,9,7,11.67777778,0,0,8,8,8,13.8,0,0,1,0,Graduate
1259,262,19,0,8,8,7,13.6,0,0,8,8,7,13.6,0,0,1,1,Graduate
1260,93,19,0,6,7,6,16,0,0,6,8,6,15.875,0,0,1,0,Graduate
1261,201,20,0,6,9,5,11.8,0,0,6,7,6,11.5,0,0,1,0,Graduate
1262,140,25,0,5,5,0,0,0,2,6,7,2,14,0,1,1,0,Dropout
1263,348,19,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
1264,375,34,0,6,7,6,16.14285714,0,0,6,10,6,16.2,0,1,1,1,Graduate
